Product Link,Brand Name,Product Type,Model No.,Frame Size,Frame Width,Frame Dimensions,Frame colour,Weight,Weight Group,Material,Frame Material,Temple Material,Prescription Type,Frame Style,Frame Style Secondary,Collection,Product Warranty,Gender,Height,Condition,Temple Colour,Country of Origin,Manufacturer Details,,Suited For,Glass Color,Lens Technology,Lens Material,Power
https://www.lenskart.com/vincent-chase-vc-e14032-gold-eyeglasses.html,Vincent Chase,Eyeglasses,VC E14032,"Extra Narrow
?",129 mm,48-18-145,Rose Gold,"14 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,,,VC Metal,,Unisex,42 mm,New,Rose Gold,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e15347-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E15347,"Medium
?",137 mm,55-16-145,Sky Blue,"21 gm
?","Average
?",Stainless Steel (Simple Matte & Shiny),"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Women,46 mm,New,Light Gunmetal,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e13037-w-c17-eyeglasses.html,Vincent Chase,Eyeglasses,VC E13037-W,"Wide
?",139 mm,53-18-140,Crystal Transparent,"25 gm
?",,Acetate,"Non-Metal
?","Acetate
?",Bifocal / Progressive,,,VC Acetate,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,Crystal Transparent,,,,,,,,
https://www.lenskart.com/vincent-chase-vce000441-c 1-eyeglasses.html,Vincent Chase,Eyeglasses,VCE000441,"Medium
?",135 mm,55-13-145,Gray Transparent,"19 gm
?",,Acetate,"Non-Metal
?","Acetate
?",Bifocal / Progressive,,,VC Hybrid,,Unisex,39 mm,New,Red,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e18401-grey-eyeglasses.html,Vincent Chase,Eyeglasses,VC E18401,"Narrow
?",133 mm,52-16-140,Gray,"25 gm
?",,Acetate,"Acetate
?","Stainless Steel
?",Bifocal / Progressive,,,VC Hybrid,"1 Year Manufacturer Warranty
?",Women,43 mm,New,Multicolor,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e14962-c5-eyeglasses.html,Lenskart Air,Eyeglasses,LA E14962,"Wide
?",140 mm,57-14-143,Blue,"18 gm
?",,,"Non-Metal
?","Stainless Steel
?",Bifocal / Progressive,,,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,47 mm,New,Mid Gunmetal,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e13035-c1-eyeglasses-dup.html,Lenskart Air,Eyeglasses,LA E13071,"Narrow
?",132 mm,49-18-142,Black,"15 gm
?","Light
?",Ultem & Stainless Steel,"Ultem
?","Stainless Steel
?",Bifocal / Progressive,FlatTop Round,Youth,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Red,,,,,,,,
https://www.lenskart.com/vincent-chase-vce000722-black-eyeglass.html,Vincent Chase,Eyeglasses,VC E000722,"Medium
?",134 mm,54-15-140,Black,"17 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,,,VC SLEEK STEEL,,Unisex,34 mm,New,Black,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17005-c5-eyeglasses.html,Lenskart Air,Eyeglasses,LA E17005,"Narrow
?",133 mm,50-18-145,Gray,"16 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,Classic Round,,Lenskart Innovation,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Grey,,,,,,,,
https://www.lenskart.com/vincent-chase-vce000381-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E000381,"Wide
?",141 mm,51-18-145,Black,"28 gm
?",,Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,Classic Cateye,,VC Acetate,"1 Year Manufacturer Warranty
?",Unisex,31 mm,New,Black,,,,,,,,
https://www.lenskart.com/vincent-chase-vce000720-black-eyeglas.html,Vincent Chase,Eyeglasses,VC E000720,"Medium
?",137 mm,55-16-140,Black,"18 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,,,VC SLEEK STEEL,,Unisex,38 mm,New,Black,,,,,,,,
https://www.lenskart.com/vincent-chase-vce000446-c 1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E000446,"Medium
?",134 mm,53-15-140,Gray Transparent,"18 gm
?",,Acetate & Stainless Steel,"Acetate
?","Stainless Steel
?",Bifocal / Progressive,,,VC BLEND EDIT,,Unisex,39 mm,New,Beige,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e12400-n-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E12400-N,"Narrow
?",130 mm,50-15-140,Black,"18 gm
?","Light
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Classic Cateye,Youth,VC Metal,"1 Year Manufacturer Warranty
?",Women,36 mm,New,Gold,,,,,,,,
https://www.lenskart.com/vincent-chase-vce000725-black-eyeglasses.html,Vincent Chase,Eyeglasses,VC E000725,"Medium
?",137 mm,54-17-140,Black,"18 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,,,VC SLEEK STEEL,,Unisex,35 mm,New,Black,,,,,,,,
https://www.lenskart.com/lenskart-lk-e18413-dark-grey-eyeglasses.html,Lenskart STUDIO,Eyeglasses,LK E18413,"Extra Wide
?",144 mm,51-19-145,Gray,"41 gm
?","Average
?",Acetate,"Non-Metal
?","Acetate
?",Bifocal / Progressive,Premium,Fashion,Lenskart Innovation,"1 Year Manufacturer Warranty
?",Women,32 mm,New,Grey,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17713-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E17713,"Wide
?",140 mm,56-15-145,Gray Transparent,"17 gm
?",,TR90,"Non-Metal
?","TR90
?",Bifocal / Progressive,,,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Grey Transparent,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17000-c4-eyeglasses.html,Lenskart Air,Eyeglasses,LA E17000,"Wide
?",139 mm,54-16-145,Transparent,"17 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Lenskart Innovation,"1 Year Manufacturer Warranty
?",Unisex,37 mm,New,Transparent,,,,,,,,
https://www.lenskart.com/vincent-chase-vce000723-black-eyeglasses.html,Vincent Chase,Eyeglasses,VC E000723,"Medium
?",135 mm,53-18-140,Black,"18 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,,,VC SLEEK STEEL,,Unisex,35 mm,New,Black,,,,,,,,
https://www.lenskart.com/lenskart-air-lae000696-c1 dark gun-eyeglasses.html,Lenskart Air,Eyeglasses,LA E000696,"Medium
?",136 mm,52-17-139,Black,"14 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Single Vision,,,Lenskart Rimless,,Unisex,27 mm,New,Black,,,,,,,,
https://www.lenskart.com/vincent-chase-vce000720-black-eyeglasses.html,Vincent Chase,Eyeglasses,VC E000720,"Medium
?",137 mm,55-16-140,Black,"18 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,,,VC SLEEK STEEL,,Unisex,38 mm,New,Black,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e18591-mid-gunmetal-eyeglasses.html,Vincent Chase,Eyeglasses,VC E18591,"Wide
?",141 mm,56-16-145,Mid Gunmetal,"21 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Single Vision,,,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,50 mm,New,Mid Gunmetal,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e13852-c5-eyeglasses.html,Lenskart Air,Eyeglasses,LA E13852,"Medium
?",136 mm,52-17-148,Light Gray,"17 gm
?","Light
?",Stainless Steel & TR90,"Stainless Steel
?","TR90
?",Bifocal / Progressive,Light-Weight,Standard,Lenskart Half Rim,"1 Year Manufacturer Warranty
?",Unisex,33 mm,New,Black,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e13634-black-eyeglasses.html,Vincent Chase,Eyeglasses,VC E13634,"Medium
?",134 mm,52-16-145,Black,"21 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,,,VC Metal,,Unisex,44 mm,New,Gold,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e14362-black-eyeglasses.html,Lenskart Air,Eyeglasses,LA E14362,"Wide
?",140 mm,55-16-145,Black,"22 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,AIR Classics,,Unisex,41 mm,New,Black,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17853-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E17853,"Medium
?",134 mm,53-17-143,Gray,"20 gm
?",,TR90,"TR90 & Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,,,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,38 mm,New,Grey,,,,,,,,
https://www.lenskart.com/lenskart-air-lae000574-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LAE000574,"Wide
?",141 mm,55-17-145,Gray,"17 gm
?",,TR90,"Non-Metal
?","TR90
?",Bifocal / Progressive,,,AIR Classics,,Unisex,36 mm,New,Grey,,,,,,,,
https://www.lenskart.com/vincent-chase-vce000401-c-2-eyeglasses.html,Vincent Chase,Eyeglasses,VCE000401,"Medium
?",135 mm,52-18-145,Rose Gold,"19 gm
?",,Stainless Steel & TR90,"Metal
?","TR90
?",Bifocal / Progressive,Flat top round,,VC SLEEK STEEL,"1 Year Manufacturer Warranty
?",Unisex,48 mm,New,Crystal Transparent,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e18241-brown-eyeglasses.html,Vincent Chase,Eyeglasses,VC E18241,"Wide
?",142 mm,56-16-145,Dark Gunmetal,"19 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,,,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Dark Gunmetal,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e17029-sky blue-eyeglasses.html,Vincent Chase,Eyeglasses,VC E17029,"Extra Wide
?",143 mm,54-18-145,Dark Blue,"31 gm
?",,Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,,,VC Acetate,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,Dark Blue,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e13786-silver-eyeglasses.html,Vincent Chase,Eyeglasses,VC E13786,"Narrow
?",132 mm,50-20-146,Mid Gunmetal,"18 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,,,VC SLEEK STEEL,"1 Year Manufacturer Warranty
?",Unisex,47 mm,New,Mid Gunmetal,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e18488-gunmetal-eyeglasses.html,Vincent Chase,Eyeglasses,VC E18488,"Wide
?",138 mm,55-17-145,Black,"26 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,,,Lenskart Half Rim,"1 Year Manufacturer Warranty
?",Unisex,37 mm,New,Dark Gunmetal,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e12874-c4-eyeglasses.html,Lenskart Air,Eyeglasses,LA E12874,"Wide
?",140 mm,54-18-140,Mid Gunmetal,"23 gm
?","Average
?",Stainless Steel & TR90,"Stainless Steel
?","TR90
?",Bifocal / Progressive,Light-Weight,Standard,Lenskart Half Rim,"1 Year Manufacturer Warranty
?",Unisex,33 mm,New,Black,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17265-c2-eyeglasses.html,Lenskart Air,Eyeglasses,LA E17265,"Medium
?",137 mm,51-18-145,Light Brown,"17 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,45 mm,New,Dark Brown,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e14032-c8-eyeglasses.html,Vincent Chase,Eyeglasses,VC E14032,"Extra Narrow
?",129 mm,48-18-145,Rose Gold,"14 gm
?",,Stainless Steel,"Metal
?","Stainless Steel
?",Bifocal / Progressive,Classic Round,,VC Metal,"1 Year Manufacturer Warranty
?",Women,42 mm,New,Rose Gold,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e17621-c1-eyeglass.html,Vincent Chase,Eyeglasses,VC E17621,"Wide
?",141 mm,53-17-145,,"26 gm
?",,Acetate,"Polycarbonate
?","Acetate
?",Bifocal / Progressive,,,VC Acetate,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Navy Blue,,,,,,,,
https://www.lenskart.com/lenskart-hustlr-la-e15417-n-amber-eyeglasses.html,Lenskart Hustlr,Eyeglasses,LA E15417-N,"Narrow
?",134 mm,46-20-145,Amber,"15 gm
?",,TR90,"Non-Metal
?","TR90
?",Bifocal / Progressive,,,,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Amber,,,,,,,,
https://www.lenskart.com/lenskart-hustlr-la-e15417-c14-dup-eye.html,Lenskart Hustlr,Eyeglasses,LA E15417-W,"Wide
?",139 mm,49-21-150,Navy,"17 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Bifocal / Progressive,Light-Weight,Standard,Air Essentials,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Navy,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17716-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E17716,"Medium
?",137 mm,55-15-145,Crystal Transparent,"15 gm
?",,TR90,"Non-Metal
?","TR90
?",Bifocal / Progressive,,,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,White,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e16718-c4-eyeglasses.html,Lenskart Air,Eyeglasses,LA E16718,"Medium
?",137 mm,53-17-143,Blue,"15 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,AIR Classics,,Unisex,42 mm,New,Blue,,,,,,,,
https://www.lenskart.com/lenskart-hustlr-la-e15417-xw-c21-eyeglasses.html,Lenskart Hustlr,Eyeglasses,LA E15417-XW,"Extra Wide
?",144 mm,51-21-150,Jade Green,"18 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Bifocal / Progressive,Light-Weight,Light-Weight,Air Essentials,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Jade Green,China,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e11260-s-crystal-transparent-eyeglasses.html,Vincent Chase,Eyeglasses,VC E11260-S,"Narrow
?",132 mm,51-15-145,Crystal Transparent,"21 gm
?",,Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,,,VC CLASSIC ACETATE,"1 Year Manufacturer Warranty
?",Unisex,33 mm,New,Tortoise,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e17238-black-eyeglasses.html,Vincent Chase,Eyeglasses,VC E17238,"Medium
?",136 mm,52-19-145,Black,"29 gm
?",,Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,,,VC Acetate,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Black Demi,,,,,,,,
https://www.lenskart.com/lenskart-air-lae000570-c2-eyeglasses.html,Lenskart Air,Eyeglasses,LAE000570,"Narrow
?",129 mm,50-15-145,Blue,"15 gm
?",,TR90,"Non-Metal
?","TR90
?",Bifocal / Progressive,,,AIR Classics,,Unisex,36 mm,New,Blue,,,,,,,,
https://www.lenskart.com/vincent-chase-vce000384-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E000384,"Wide
?",138 mm,55-15-137,Black,"28 gm
?",,Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,,,VC CLASSIC ACETATE,"1 Year Manufacturer Warranty
?",Unisex,29 mm,New,Black,,,,,,,,
https://www.lenskart.com/vincent-chase-vce000440-c 2-eyeglasses.html,Vincent Chase,Eyeglasses,VC E000440,"Wide
?",139 mm,54-16-140,Blue Transparent,"20 gm
?",,Acetate & Stainless Steel,"Acetate
?","Stainless Steel
?",Bifocal / Progressive,,,VC BLEND EDIT,,Unisex,42 mm,New,Black,,,,,,,,
https://www.lenskart.com/lenskart-hustlr-la-e15417-xw-c2-eyeglasses.html,Lenskart Hustlr,Eyeglasses,LA E15417-XW,"Extra Wide
?",144 mm,52-20-150,Military Green,"18 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,45 mm,New,Military Green,India,,,,,,,
https://www.lenskart.com/lenskart-studio-lke000230-c1-eyeglasses.html,Lenskart STUDIO,Eyeglasses,LK E000230,"Wide
?",138 mm,54-17-140,Mid Gunmetal,"22 gm
?","Average
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Premium,Youth,Lenskart Studio,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Dark Gunmetal,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e11481-full-rim-rectangle-ultem-c1-eyeglasses-dup.html,Lenskart Air,Eyeglasses,LA E11481,"Narrow
?",133 mm,52-17-145,Black,"14 gm
?","Light
?",Ultem (Vintage Regular),"Ultem
?","Ultem
?",Bifocal / Progressive,Light-Weight,Youth,Air Flex,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,Black,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e14360-grey transparent-eyeglasses.html,Lenskart Air,Eyeglasses,LA E14360,"Medium
?",136 mm,52-16-145,Gray,"23 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,46 mm,New,Grey,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e17505-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E17505,"Wide
?",140 mm,47-22-150,Black,"36 gm
?",,Stainless Steel,"Polycarbonate
?","Acetate
?",Bifocal / Progressive,,,VC Acetate,,Unisex,40 mm,New,Black,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e17189-sky-blue-eyeglasses.html,Vincent Chase,Eyeglasses,VC E17189,"Medium
?",134 mm,51-18-140,Blue Transparent,"21 gm
?",,Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,,,VC Acetate,"1 Year Manufacturer Warranty
?",Unisex,34 mm,New,Blue Transparent,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e18587-dark-gunmetal-eyeglasses.html,Vincent Chase,Eyeglasses,VC E18587,"Medium
?",142 mm,56-16-145,Dark Gunmetal,"20 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,,,VC Metal,"1 Year Manufacturer Warranty
?",Unisex,46 mm,New,Dark Gunmetal,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17716-c2-eyeglasses.html,Lenskart Air,Eyeglasses,LA E17716,"Medium
?",137 mm,55-15-145,Gray Transparent,"15 gm
?",,TR90,"Non-Metal
?","TR90
?",Bifocal / Progressive,,,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,Grey Transparent,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17002-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E17002,"Medium
?",136 mm,54-14-145,Black,"19 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Light-Weight,Standard,Lenskart Innovation,"1 Year Manufacturer Warranty
?",Unisex,33 mm,New,Black,,,,,,,,
https://www.lenskart.com/lenskart-hustlr-lh-e16985-w-c5-dup3-eyeglasses.html,Lenskart Hustlr,Eyeglasses,LH E16985-W,"Wide
?",139 mm,50-20-145,Crystal-Ace,"24 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,Standard,Standard,Hustlr ACE,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Crystal-Ace,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17590-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E17590,"Wide
?",140 mm,58-14-140,Black,"17 gm
?",,TR90,"Non-Metal
?","TR90
?",Bifocal / Progressive,,,Lenskart Innovation,"1 Year Manufacturer Warranty
?",Unisex,32 mm,New,Black,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e14961-c4-eyeglass.html,Lenskart Air,Eyeglasses,LA E14961,"Narrow
?",132 mm,50-18-140,Green,"20 gm
?","Light
?",TR90,,"Stainless Steel
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,45 mm,New,Grey,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e14963-c7-eyeglasses.html,Lenskart Air,Eyeglasses,LA E14963,"Medium
?",137 mm,51-19-143,Green Transparent,"19 gm
?",,,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Classic Round,,AIR Classics,,Unisex,45 mm,New,Green Transparent,,,,,,,,
https://www.lenskart.com/lenskart-studio-lke000428-c1-eyeglasses.html,Lenskart STUDIO,Eyeglasses,LKE000428,"Wide
?",139 mm,55-16-145,Black,"18 gm
?",,Stainless Steel,"Metal
?","Stainless Steel
?",Bifocal / Progressive,,,Lenskart Studio,"1 Year Manufacturer Warranty
?",Unisex,36 mm,New,Black,,,,,,,,
https://www.lenskart.com/vincent-chase-vce000722-black-eyeglasses.html,Vincent Chase,Eyeglasses,VC E000722,"Medium
?",134 mm,54-15-140,Black,"16 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,,,VC SLEEK STEEL,,Unisex,34 mm,New,Black,,,,,,,,
https://www.lenskart.com/vincent-chase-vce000449-c 2-eyeglasses.html,Vincent Chase,Eyeglasses,VC E000449,"Narrow
?",132 mm,50-17-140,Gray Transparent,"18 gm
?",,Acetate & Stainless Steel,"Acetate
?","Stainless Steel
?",Bifocal / Progressive,Classic Cateye,,VC BLEND EDIT,,Unisex,41 mm,New,Beige,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e17216-c2-eyeglasses.html,Vincent Chase,Eyeglasses,VC E17216,"Medium
?",136 mm,53-18-145,Black,"15 gm
?","Light
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,Standard,Youth,Lenskart Half Rim,"1 Year Manufacturer Warranty
?",Unisex,28 mm,New,Gold,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e17052-gunmetal-eyeglasses.html,Vincent Chase,Eyeglasses,VC E17052-XW,"Extra Wide
?",142 mm,55-19-145,Dark Gunmetal,"14 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Single Vision,,,Rimless,"1 Year Manufacturer Warranty
?",Unisex,24 mm,New,Dark Gunmetal,,,,,,,,
https://www.lenskart.com/vincent-chase-vce000400-c-1-eyeglasses.html,Vincent Chase,Eyeglasses,VCE000400,"Narrow
?",132 mm,49-20-145,Mid Gunmetal,"18 gm
?",,Stainless Steel & TR90,"Metal
?","TR90
?",Bifocal / Progressive,Classic Round,,VC SLEEK STEEL,"1 Year Manufacturer Warranty
?",Unisex,48 mm,New,Green Transparent,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17590-c2-eyeglasses.html,Lenskart Air,Eyeglasses,LA E17590,"Wide
?",140 mm,58-14-140,Blue,"17 gm
?",,TR90,"Non-Metal
?","TR90
?",Bifocal / Progressive,,,Lenskart Innovation,"1 Year Manufacturer Warranty
?",Unisex,32 mm,New,Blue,,,,,,,,
https://www.lenskart.com/eye:vincent-chase-vc-e14971-brown-transparent-eyeglasses.html,Vincent Chase,Eyeglasses,VC E14971,"Medium
?",137 mm,50-20-145,Pink,"22 gm
?",,Acetate & Stainless Steel,"Acetate
?","Stainless Steel
?",Bifocal / Progressive,,,VC BLEND EDIT,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Rose Gold,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e14971-crystal-transparent-eyeglasses.html,Vincent Chase,Eyeglasses,VC E14971,"Medium
?",137 mm,50-20-145,Crystal Transparent,"22 gm
?",,Acetate & Stainless Steel,"Acetate
?","Stainless Steel
?",Bifocal / Progressive,,,VC BLEND EDIT,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Rose Gold,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e18401-green-eyeglasses.html,Vincent Chase,Eyeglasses,VC E18401,"Narrow
?",133 mm,52-16-140,Green,"25 gm
?",,Acetate,"Acetate
?","Stainless Steel
?",Bifocal / Progressive,,,VC Hybrid,"1 Year Manufacturer Warranty
?",Women,43 mm,New,Multicolor,,,,,,,,
https://www.lenskart.com/lenskart-air-lae000575-c2-eyeglasses.html,Lenskart Air,Eyeglasses,LAE000575,"Medium
?",135 mm,51-18-145,Blue,"16 gm
?",,TR90,"Non-Metal
?","TR90
?",Bifocal / Progressive,,,AIR Classics,,Unisex,40 mm,New,Blue,,,,,,,,
https://www.lenskart.com/vincent-chase-vce000144-c2-eyeglasses.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lenskart.com/vincent-chase-vce000680-c1-eyeglasses.html,Vincent Chase,Eyeglasses,VC E000680,"Extra Wide
?",146 mm,52-21-145,Green Transparent,"30 gm
?",,Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,,,VC CLASSIC ACETATE,"1 Year Manufacturer Warranty
?",Unisex,38 mm,New,Green Transparent,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e16642-c3-eyeglasses.html,Lenskart Air,Eyeglasses,LA E16642,"Narrow
?",131 mm,52-16-145,Sky Blue,"16 gm
?","Light
?",TR90 & Stainless Steel,"TR90
?","Stainless Steel
?",Bifocal / Progressive,Light-Weight,Standard,AIR Classics,"1 Year Manufacturer Warranty
?",Unisex,36 mm,New,Navy Blue,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17003-c3-eyeglasse.html,Lenskart Air,Eyeglasses,LA E17003,"Medium
?",134 mm,50-17-145,Blue Transparent,"21 gm
?","Average
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Light-Weight,Standard,Lenskart Innovation,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Sky Blue,China,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17894-blue-transparent-eyeglasses.html,Lenskart Air,Eyeglasses,LA E17894,"Narrow
?",133 mm,47-20-145,Matte Blue,"22 gm
?",,TR90,,"Stainless Steel
?",Bifocal / Progressive,,,Lenskart Innovation,,Unisex,44 mm,New,Blue,,,,,,,,
https://www.lenskart.com/lenskart-air-la-e17537-c1-eyeglasses.html,Lenskart Air,Eyeglasses,LA E17537,"Medium
?",135 mm,51-16-145,Black,"14 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",Bifocal / Progressive,,,Lenskart Innovation,"1 Year Manufacturer Warranty
?",Unisex,32 mm,New,Black,,,,,,,,
https://www.lenskart.com/vincent-chase-vc-e18543-grey-eyeglasses.html,Vincent Chase,Eyeglasses,VC E18543,"Medium
?",136 mm,48-21-145,Black,"29 gm
?",,Acetate & Stainless Steel,"Acetate
?","Stainless Steel
?",Bifocal / Progressive,,,VC Hybrid,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Dark Gunmetal,,,,,,,,
